ID	Group	Init. Comp.	Donor	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind808	32	S	0	7.30945	33.8739	42.8484	90.4351	-0.909994	0.512056	1.67099	-0.433836	1.04949	0.597752
Ind809	32	S	0	0.987196	1.58034	1.90382	3.10172	-0.294286	-0.111478	1.15001	0.805441	-1.49275	-0.35869
Ind810	32	S	0	0.682116	0.838252	6.84296	13.241	0.237875	-0.103217	-0.00437425	0.487968	-0.0787201	-0.057184
Ind811	32	S	0	0.31258	3.72697	5.05682	8.13614	0.456568	0.502367	1.56543	0.167229	-0.164256	-0.64296
Ind812	32	S	0	0.659142	3.86753	16.1182	69.8378	-0.319805	1.14252	0.892528	-0.294107	-0.680813	1.41315
Ind813	32	S	0	5.0959	19.6272	22.0102	24.1695	-0.576973	0.438429	0.197275	0.440164	0.299804	0.471307
Ind814	33	E	1	no	0.389881	20.9893	38.2921	0.627004	-1.20727	0.351483	-0.373551	-0.0537655	2.19991
Ind815	33	E	1	no	1.33033	2.3204	20.197	0.9447	-0.748971	0.873808	1.03742	-1.5833	0.868911
Ind816	33	E	1	no	0.504449	0.756906	0.802479	0.274581	1.79027	0.551551	-0.222281	-1.64297	-0.685322
Ind817	33	E	1	no	0.813987	0.844356	1.62968	0.949976	1.51622	0.670048	-0.394101	-1.45999	0.15812
Ind818	33	E	1	no	0.598086	2.4102	5.33838	-0.856147	1.63333	0.280876	-1.33656	-0.237214	-1.28569
Ind819	33	S	0	16.8815	19.2261	37.7925	39.3	-0.323863	0.387658	2.03558	-0.784109	0.24778	0.483297
Ind820	33	S	0	1.13267	2.26899	6.14755	32.9426	-1.11484	-0.90425	1.41971	-0.113776	0.515465	0.601268
Ind821	33	S	0	12.5254	13.3311	15.912	19.7153	-0.140974	0.78645	1.52242	-0.745508	0.823963	-1.44453
Ind822	33	S	0	1.42856	6.0009	96.7237	100.104	0.389778	-0.822858	0.844142	-1.18365	0.401472	1.82539
Ind823	33	S	0	3.02321	3.15051	3.72165	10.5048	-0.893415	-0.919839	1.18175	0.488571	-0.175595	-1.30319
Ind824	33	S	0	no	no	no	no	-0.209348	2.33735	-0.98803	0.265705	-0.727149	0.169994
Ind825	33	S	0	8.2526	8.25603	9.55524	27.1539	0.360007	0.928879	-0.728333	1.67438	0.595062	-0.988053
Ind826	33	S	0	1.21904	5.13669	8.96921	12.8916	0.548952	-1.47448	0.00360997	0.954177	-0.415966	0.103422
Ind827	33	S	0	0.729767	0.756514	6.36102	7.61027	1.09613	-1.07303	0.485259	0.742263	-0.317339	-0.109115
Ind828	33	S	0	15.5058	17.7863	18.2456	19.4434	-0.825149	0.835573	-1.2339	0.864923	-0.238661	0.327726
Ind829	33	S	0	no	no	no	no	-1.83671	-0.0530769	-1.90285	-0.947957	-0.686235	0.279153
Ind830	33	S	0	1.06608	3.33461	5.69759	15.2218	-0.00940193	-0.348392	0.0629595	0.937774	-1.06162	1.01249
Ind831	33	S	0	no	no	no	no	-1.77551	0.121104	-0.49738	-0.477068	-0.560516	1.85889
Ind832	33	S	0	18.0212	18.3477	18.4868	19.8888	-0.657978	0.776959	-0.476662	-0.303724	-1.0619	-0.973102
Ind833	33	S	0	no	no	no	no	-1.33983	-0.211607	-0.839065	-0.207942	0.130445	-0.0477819
Ind834	33	S	0	no	no	no	no	-0.23395	-0.0820789	-1.05541	-0.158825	0.631421	1.24154
Ind835	33	S	0	no	no	no	no	-0.0680364	0.700572	-1.49498	0.535725	-0.140897	-0.305349
Ind836	33	S	0	1.34673	6.97858	17.6372	36.0909	-0.389101	0.319233	-2.20168	0.815403	1.04674	-0.00478883
Ind837	33	S	0	no	no	no	no	-0.607846	0.0448152	-0.145937	-0.945693	0.927175	-1.25982
Ind838	33	S	0	no	no	no	no	0.553323	0.591486	-2.03881	-0.049675	-0.371217	-0.432687
Ind839	34	E	1	no	0.0371517	2.10836	3.08059	-0.771741	-0.381566	0.283937	-1.07556	-0.956111	-0.207088
Ind840	34	E	1	no	0.484586	2.46713	3.90613	0.560717	0.464517	0.865957	-0.446941	-1.37613	1.02132
Ind841	34	E	1	no	0.33723	0.498867	1.45763	0.886559	0.661559	0.308788	1.27186	-1.54157	-1.14305
Ind842	34	E	1	no	4.58434	8.68038	10.5105	-0.211379	-0.341331	0.508718	0.00808926	-0.59697	0.84185
Ind843	34	E	1	no	0.87143	2.32883	3.51167	0.0604418	-0.323249	0.939876	0.229877	-0.727174	0.559397
Ind844	34	S	0	6.30403	6.81683	7.01156	8.30666	1.06202	0.0352705	-0.217618	0.650193	0.0291271	-0.163758
Ind845	34	S	0	4.07351	6.06655	7.4034	9.4025	0.254507	0.564169	-0.548382	2.10995	-1.44926	0.289506
Ind846	34	S	0	39.1006	42.4297	56.9081	65.0176	0.934076	-1.54614	0.140072	-0.822615	-0.294114	0.65872
Ind847	34	S	0	39.4376	42.7053	42.8925	58.1837	0.564408	-1.01068	-0.39387	0.480211	-0.353252	0.0723796
Ind848	34	S	0	10.3629	15.2656	19.9725	22.144	-0.467879	1.3003	-0.668981	-0.561258	-0.382853	0.442016
Ind849	34	S	0	39.2718	39.6398	43.3001	52.9805	1.35784	0.468183	0.123882	0.266605	0.0174624	-0.311696
Ind850	34	S	0	1.03817	24.0017	103.253	123.7	1.78943	-1.65598	1.49817	-0.377774	0.609708	0.993783
Ind851	34	S	0	46.5066	56.8469	63.5089	99.0489	-0.0726747	-1.31499	-1.34753	-0.717116	0.646582	1.41356
Ind852	34	S	0	8.11327	10.9621	14.0088	23.6918	1.04793	0.112755	-0.00342704	0.967696	0.0528562	0.221991
Ind853	34	S	0	30.375	38.2736	46.8024	96.6578	1.15181	2.18923	0.371367	-0.983159	0.861171	0.96856
Ind854	34	S	0	18.8778	19.5626	102.186	160.646	-0.74372	-0.782882	0.00776875	0.455949	1.52255	0.872221
Ind855	34	S	0	1.27008	6.31599	33.5342	51.54	-1.13005	0.479093	0.66802	0.712732	1.82222	0.102327
Ind856	34	S	0	4.37292	42.7692	63.5243	214.276	-0.661043	-1.09838	0.453611	-0.107777	1.68839	0.755845
Ind857	34	S	0	18.6113	18.7977	19.5935	20.7352	-1.62544	0.108886	-0.457894	-0.525274	0.528117	-0.880987
Ind858	34	S	0	20.2194	21.5174	30.4207	45.5444	-0.876135	-0.183867	0.963384	-0.975726	1.35431	-0.0871097
Ind859	34	S	0	50.9425	51.0185	52.2602	52.7484	-0.679507	0.378294	-1.7653	-0.184009	-1.00005	-1.09217
Ind860	34	S	0	5.06645	6.24973	10.4346	14.6731	0.88617	-1.55084	-0.77573	1.41929	-0.834884	0.644606
Ind861	34	S	0	2.67284	2.94148	3.34699	5.09483	0.143123	1.04149	-1.6324	0.450624	-0.82391	-1.78153
Ind862	34	S	0	78.2142	78.5475	78.5587	80.8346	0.805002	0.422219	-0.597913	-0.976623	-1.03571	-1.42222
Ind863	34	S	0	39.2901	40.4062	40.5606	58.4497	1.54242	-1.07038	0.395434	0.029125	-0.565951	0.70323
Ind864	35	E	1	no	0.702374	2.68684	6.43804	-0.269562	-1.09362	-0.518551	0.26484	-1.36888	0.990875
Ind865	35	E	1	no	0.372101	1.3242	2.96094	1.23674	0.901233	0.960489	-0.79864	-1.19555	0.236178
Ind866	35	E	1	no	0.307372	0.577292	0.705382	-0.0216185	2.04055	0.454306	0.857344	-0.717551	-2.54778
Ind867	35	E	1	no	0.143814	3.87892	9.05968	-0.498449	-0.220552	-0.690848	0.00946126	-1.19974	0.449852
Ind868	35	E	1	no	3.97703	5.76984	10.1698	-1.78103	0.314519	0.218763	-0.0098789	-0.0480993	0.386674
Ind869	35	S	0	no	no	no	no	-3.31478	0.986394	-2.27224	-1.24748	-0.438415	-0.576614
Ind870	35	S	0	15.6282	28.3548	39.2158	45.6571	-1.31884	0.104154	-0.76557	0.56256	-0.249954	0.987682
Ind871	35	S	0	27.4406	30.7224	40.5566	43.0666	-2.12841	1.61815	-1.49351	1.58812	0.0565438	-0.344221
Ind872	35	S	0	no	no	no	no	-2.29855	1.2657	-2.28729	-0.54129	-1.69902	-1.879
Ind873	35	S	0	3.31704	3.45933	10.1381	16.6466	-2.42603	-0.698114	0.0223841	-0.0608696	0.663332	-0.528553
Ind874	35	S	0	18.2097	19.6209	33.3024	37.7152	1.20692	1.97278	-0.883314	0.163623	-0.59348	0.702235
Ind875	35	S	0	20.5768	20.7445	21.5237	24.89	0.672123	-0.396378	0.091758	0.57128	-1.05915	0.22285
Ind876	35	S	0	5.05413	9.58675	11.0708	11.2512	0.244251	0.0739994	-0.365955	-0.393232	-0.579158	0.552154
Ind877	35	S	0	4.51184	5.26707	5.80413	10.3228	-0.688394	0.501801	-0.538155	1.38044	-0.379655	-0.0776152
Ind878	35	S	0	6.8791	12.4498	12.6239	28.9648	1.13745	0.566457	-0.748943	1.50322	-0.60234	0.628007
Ind879	35	S	0	19.9929	20.0242	20.0733	20.19	0.493337	2.16089	-0.120513	-0.405331	-1.91227	-1.27393
Ind880	35	S	0	1.65269	1.66392	2.93115	10.9134	0.315997	1.28769	1.67898	0.608074	-1.7612	0.976466
Ind881	35	S	0	1.669	5.0968	8.32025	8.90254	1.12506	-0.543537	1.54913	-0.051269	-1.13243	1.23868
Ind882	35	S	0	6.27949	16.9222	25.0589	45.2262	1.28632	-0.59129	0.705219	-0.228576	-0.563887	1.50245
Ind883	35	S	0	1.10108	1.1927	1.22389	1.93075	0.663057	0.756196	1.56746	-0.0158838	-1.2316	-0.751943
Ind884	35	S	0	22.5905	26.2779	28.7277	31.1376	0.097948	-0.400155	-1.6389	-0.631508	-1.05277	0.959289
Ind885	35	S	0	2.00453	9.07522	11.7203	16.9219	-0.847229	0.617544	-0.664706	0.548787	0.40637	0.227796
Ind886	35	S	0	3.09849	6.48869	15.4431	16.3966	0.411785	0.85673	-0.333233	0.122408	-0.786263	-0.0325775
Ind887	35	S	0	no	no	no	no	-0.336542	-1.08986	-0.910456	-1.32448	-0.933533	-0.0454945
Ind888	35	S	0	8.23132	8.27804	11.361	37.2985	-2.16103	-0.389053	-0.83306	-0.0338877	0.133456	1.09749
Ind889	36	E	1	no	0.591562	2.26866	4.3001	0.153653	-0.912463	1.62205	-0.511871	-0.825058	0.55525
Ind890	36	E	1	no	0.039757	0.153297	3.14425	-1.108	-0.199359	-0.261125	-0.254189	-1.46522	0.946375
Ind891	36	E	1	no	0.558944	1.91351	4.57079	-0.38384	0.577049	0.0423193	-0.0416779	-1.45651	-0.388241
Ind892	36	E	1	no	1.0091	2.58762	3.98647	-1.15482	-0.81872	0.966732	-0.411541	-1.57088	0.852335
Ind893	36	E	1	no	7.72007	11.3992	20.7049	-0.598768	0.103458	0.987182	-0.0410304	-0.328671	0.619097
Ind894	36	S	0	2.33689	22.6075	42.4736	60.3988	-1.53045	-1.25587	0.300457	-0.975174	0.503139	0.40019
Ind895	36	S	0	1.94806	29.6099	35.3796	52.1304	-1.03729	-0.664025	0.677752	-0.121035	0.412584	1.28805
Ind896	36	S	0	1.63099	2.60914	2.67141	11.1128	-0.526848	-0.641639	0.90028	0.288766	0.236477	1.62144
Ind897	36	S	0	1.1775	3.29194	4.21997	5.5709	0.32187	-0.0640597	0.692527	-0.289361	0.167811	-0.794635
Ind898	36	S	0	1.57713	21.7483	34.3768	70.6546	0.290494	0.953128	0.465612	-0.256304	1.21419	0.062053
Ind899	36	S	0	0.922246	1.15403	2.68781	26.2497	2.47113	0.638826	1.96726	1.46909	1.11583	-0.527532
Ind900	36	S	0	1.87673	6.6658	14.3015	33.3357	-1.01216	2.16822	-0.297673	0.726599	1.02593	-0.720514
Ind901	36	S	0	1.71996	9.90823	18.1985	18.9425	-2.02832	-1.66356	0.736084	0.0816932	1.18543	0.416326
Ind902	36	S	0	1.61909	4.76737	6.63214	18.0104	1.08087	-0.516689	1.38988	0.981366	-0.29114	-0.615282
Ind903	36	S	0	0.745631	1.12857	2.39787	21.0826	1.66476	0.919088	1.69039	0.728504	0.947881	-0.301755
Ind904	36	S	0	2.22438	6.38951	38.7195	76.7912	0.704135	-0.626153	1.32753	-0.0187233	0.553932	0.405121
Ind905	36	S	0	1.3074	1.35625	1.70962	4.37225	-0.545167	1.15138	0.740205	1.4049	-0.533922	-0.291007
Ind906	36	S	0	1.81885	2.94647	3.63655	7.1678	0.181528	-0.313926	0.442217	0.896121	-0.0840903	-0.649781
Ind907	36	S	0	no	no	no	no	0.125301	-0.775684	-0.628045	-0.770338	-1.10151	0.0279936
Ind908	36	S	0	1.5004	1.79636	2.39274	4.33532	0.867346	0.638151	0.987034	-0.302399	-0.319459	-1.11557
Ind909	36	S	0	2.85035	11.5257	23.2688	67.2907	0.488811	-0.915717	1.39952	0.226383	0.267027	0.411366
Ind910	36	S	0	1.19743	2.73147	4.95825	6.21643	1.9457	0.770148	1.24179	-0.0511218	-0.180926	-0.0502243
Ind911	36	S	0	2.27539	4.21518	6.12831	10.7111	1.19641	-1.18496	0.631661	-0.844769	0.361846	-0.836463
Ind912	36	S	0	1.50699	1.78311	6.0921	8.6577	1.50377	0.181	1.35518	0.416289	0.39354	-0.565733
Ind913	36	S	0	1.16554	1.1948	1.55853	2.664	1.39698	1.53971	1.21067	1.49576	0.0493139	-1.73073
