ID	Group	Init. Comp.	Donor	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind223	9	S	0	19.9905	23.2853	33.2585	41.0542	-0.713043	-0.581177	-0.539282	-0.269457	0.0359969	0.765975
Ind224	9	S	0	7.16355	70.7637	103.877	173.745	-0.254831	0.324191	0.294735	0.591849	0.996304	0.742061
Ind225	9	S	0	7.52263	22.4149	69.5844	85.6829	0.171916	0.717232	-0.438896	-0.231506	1.55912	-0.184386
Ind226	9	S	0	no	no	no	no	-1.52138	-0.871002	0.503536	-1.70073	0.0341094	0.234864
Ind227	9	S	0	7.72609	8.17176	17.5921	50.3578	0.911939	-0.264652	0.571048	1.3179	0.114266	0.355527
Ind228	9	S	0	33.2093	33.8686	39.1646	60.0161	-1.65931	0.76108	-0.641655	-1.5225	0.930497	-0.0992306
Ind229	9	S	0	10.9805	11.0409	11.1014	11.709	0.0960554	-0.0207687	0.145134	0.478187	-1.91224	-0.48156
Ind230	9	S	0	10.6648	11.1626	17.6991	25.2614	-0.0401894	-0.488718	0.740456	0.0112229	-0.206732	-0.0901125
Ind231	9	S	0	6.90582	7.17177	9.46084	21.8073	1.39613	-0.044783	0.836393	-0.190442	-0.119403	0.602095
Ind232	9	S	0	17.2997	32.2349	89.7235	129.52	-0.60743	-0.0954826	0.125519	-1.34612	-0.102655	1.81455
Ind233	9	S	0	8.86077	9.07611	9.26444	9.33635	0.165223	-0.256156	1.28789	0.200581	-0.952605	-1.09221
Ind234	9	S	0	19.9664	27.8638	84.9243	362.144	-0.464428	-1.25025	-0.157536	-0.403262	0.466225	1.25168
Ind235	9	S	0	22.9911	27.8252	31.6447	34.4488	-0.309594	1.63983	-0.498299	-0.439637	0.75882	-0.123539
Ind236	9	S	0	7.85632	20.0119	22.1311	24.02	-0.770779	0.121735	0.432056	1.5342	0.503496	0.669883
Ind237	9	S	0	3.07703	5.06471	5.80448	29.6126	0.478614	0.643109	0.781364	0.478876	1.08266	-1.72783
Ind238	9	S	0	6.79907	14.2364	15.4866	26.057	2.14533	0.0976127	1.03632	0.184534	1.0403	0.1231
Ind239	10	E	1	no	0.611684	3.19476	4.05268	-1.5414	0.815061	-1.19733	0.206134	-0.160987	-0.499783
Ind240	10	E	1	no	0.751347	1.34235	9.20896	-0.912349	0.558408	-1.37319	-0.440728	0.40567	0.325954
Ind241	10	E	1	no	3.91753	8.21582	20.6946	0.65022	-1.25995	-1.11759	0.423448	0.795924	-0.608655
Ind242	10	E	1	no	19.9116	29.6004	45.1533	-0.183887	0.174655	-0.995983	0.225802	0.992004	0.609331
Ind243	10	E	1	no	2.54087	16.2291	18.8081	-0.989573	0.824288	-1.28212	-0.18695	0.186972	-0.0060306
Ind244	10	S	0	4.43348	5.4252	5.79116	17.7443	0.807466	0.0827583	0.519175	0.677149	-0.258369	-0.516088
Ind245	10	S	0	14.278	15.4161	20.9378	25.0469	1.40285	-0.16578	1.27319	-1.49116	-0.14657	-0.544189
Ind246	10	S	0	6.75771	6.88062	12.498	21.6798	2.05133	-2.7394	2.20573	0.159496	-0.69632	1.00438
Ind247	10	S	0	6.49679	7.18856	7.4399	7.73607	1.06408	0.475038	0.662711	0.346947	-0.668764	-0.683611
Ind248	10	S	0	3.34516	6.0362	6.08833	6.89161	0.118604	-0.981377	1.65712	0.202021	-0.0701606	0.201261
Ind249	10	S	0	1.11554	9.19655	11.8162	70.7517	1.91612	0.249312	2.53287	0.328366	-0.00836624	0.899198
Ind250	10	S	0	5.5938	5.80793	16.522	31.7912	-0.594801	1.2035	1.43125	-0.913981	0.572852	-0.309515
Ind251	10	S	0	2.55339	4.43024	5.50759	5.58042	0.688159	0.84108	1.58305	1.48124	-0.499898	-1.08085
Ind252	10	S	0	3.28234	3.7561	11.333	19.5262	1.12567	-0.102426	1.67707	-0.0280086	-0.468851	-0.476558
Ind253	10	S	0	4.51788	11.1146	24.451	44.4644	0.319623	0.528022	2.14464	-1.2514	0.201044	0.636757
Ind254	10	S	0	5.49933	12.2839	17.0146	19.3996	0.909582	-0.0269357	-0.949912	-0.0193265	1.02893	-0.505538
Ind255	10	S	0	32.9497	44.0153	87.1134	106.217	-0.187473	-1.32595	-0.962544	-1.0853	1.75678	0.450786
Ind256	10	S	0	45.4336	84.5552	147.378	182.542	-0.307384	0.226832	-0.387935	-1.3292	0.643293	1.60466
Ind257	10	S	0	6.68432	7.11738	7.23075	7.65418	-0.381742	1.30477	0.385545	-0.175433	0.73821	-2.27884
Ind258	10	S	0	4.71754	16.6742	19.1563	32.3642	0.494599	-0.167787	-0.00294916	0.429309	0.703476	0.10821
Ind259	10	S	0	6.74734	9.30952	10.8847	14.3867	0.426499	-1.24161	-1.47448	0.206175	-1.09433	1.15321
Ind260	10	S	0	3.25675	4.41797	5.92609	7.12533	0.898609	1.02668	1.63682	-0.34514	0.372634	-1.17116
Ind261	10	S	0	5.25471	5.34641	19.1362	23.2257	1.2759	0.259157	0.00540086	0.357687	-0.514324	1.25091
Ind262	10	S	0	1.82948	2.70018	17.5295	22.3778	1.47688	0.465021	-0.064999	-0.451136	0.542657	-0.249523
Ind263	10	S	0	6.36175	6.36942	6.36999	13.3787	-0.699905	0.0937157	-1.67252	0.63316	-0.515956	-0.117959
Ind264	11	E	1	no	2.39693	2.43198	4.11596	0.807918	0.49554	-0.351405	-1.12466	-0.0852931	-0.132367
Ind265	11	E	1	no	0.770948	0.919995	4.42701	-0.54793	1.29951	-1.25688	0.0982478	0.150608	-0.668944
Ind266	11	E	1	no	2.40829	3.41593	4.76252	0.98537	0.657348	-0.878677	0.352937	0.105497	-0.61555
Ind267	11	E	1	no	0.517814	0.796157	2.92796	-0.654157	1.41031	-0.946396	0.972852	-0.461563	-1.42183
Ind268	11	E	1	no	9.50945	18.8441	59.1079	-0.795775	-0.0181292	-1.6045	-0.126157	0.0882271	0.764225
Ind269	11	S	0	44.6017	44.9659	46.2621	46.673	-0.834904	0.180016	0.211084	-0.0974555	-0.280642	-1.38166
Ind270	11	S	0	4.30072	12.7141	14.2723	40.007	-1.18196	-0.362677	-0.481883	0.826259	0.0128451	1.08608
Ind271	11	S	0	1.75762	7.75589	8.91195	11.24	-0.0193559	-1.61605	0.947264	-0.421057	0.0356949	-0.0255517
Ind272	11	S	0	4.28685	4.39877	5.0244	5.86831	-0.00713849	0.746801	1.40679	-0.191688	-0.659298	-1.44442
Ind273	11	S	0	3.52893	4.29536	4.34817	4.6537	0.0417172	1.31299	0.209892	0.258345	-1.14072	-0.45674
Ind274	11	S	0	no	no	no	no	-0.429121	0.948325	-1.63488	0.742806	-0.412672	-0.891747
Ind275	11	S	0	2.90215	3.17107	8.54984	22.1134	-1.50688	-0.689833	-0.16605	-0.221607	-0.325718	-0.373094
Ind276	11	S	0	3.63241	8.98094	12.5566	64.7765	-0.99356	-0.0419686	-0.274914	0.220957	-0.447184	1.25058
Ind277	11	S	0	3.94056	4.02077	4.20247	5.79948	-3.66816	-0.62169	-0.873412	1.26098	0.585312	-0.38664
Ind278	11	S	0	29.0238	105.874	160.757	176.221	-0.506297	-0.81218	0.137929	0.24444	0.207103	1.87972
Ind279	11	S	0	27.9801	28.8248	29.2751	29.8194	0.521725	0.715662	1.16375	0.715516	0.164843	-0.902993
Ind280	11	S	0	87.4777	118.078	137.152	250.349	-2.07438	-0.410228	-0.481877	-0.724019	0.423772	1.19155
Ind281	11	S	0	2.53324	6.64843	8.40213	11.5577	1.09606	-0.836293	1.70921	0.124364	0.336633	-0.494017
Ind282	11	S	0	31.9712	47.8413	54.7778	95.2964	1.01122	-1.01459	1.34201	-1.34831	0.864611	0.482988
Ind283	11	S	0	3.26443	3.51344	3.56038	3.75334	1.62432	2.27179	0.926955	0.50405	0.18266	-1.89572
Ind284	11	S	0	3.59218	4.24589	4.44215	5.26047	1.74038	-0.733186	0.676342	0.812786	-0.830586	-1.36068
Ind285	11	S	0	0.558899	2.44413	3.7861	4.52764	0.804047	-1.59941	0.520575	-0.525407	-0.192247	-0.180922
Ind286	11	S	0	80.514	86.6091	88.1656	89.1866	1.24398	-0.822583	0.327616	0.0226877	-0.194583	-0.450806
Ind287	11	S	0	29.5163	30.3185	30.7145	32.0401	0.335689	-0.390739	0.48574	-0.150843	-0.752837	0.325145
Ind288	11	S	0	43.7211	44.1927	47.1839	51.6678	1.19948	0.332591	-0.0169027	-0.0584984	-1.51807	0.0973523
Ind289	12	E	1	no	0.898335	4.16059	20.2093	-1.44542	-0.691996	-1.84526	-0.559476	0.0301194	0.107606
Ind290	12	E	1	no	0.0686725	2.23333	8.55451	-0.586046	0.988401	-1.30796	0.263873	-0.370147	0.374094
Ind291	12	E	1	no	0.118316	1.64141	3.02198	-1.37281	1.75426	-2.47181	1.4608	0.332853	-0.283494
Ind292	12	E	1	no	7.85898	12.97	36.5391	0.176397	0.213586	-1.69418	-0.429644	0.339314	0.625819
Ind293	12	E	1	no	1.15427	6.67013	23.915	0.808222	-0.794104	-2.16374	0.890105	-0.105999	-0.138021
Ind294	12	S	0	5.36494	6.64874	10.5934	10.8882	-0.687561	-0.434758	0.22569	-0.362439	-0.616662	-0.024618
Ind295	12	S	0	6.40551	8.12263	8.24657	11.9624	-0.325853	1.64737	0.143445	0.537483	-1.00731	0.228468
Ind296	12	S	0	40.8611	41.0674	41.5532	42.1684	0.160896	-0.559742	-1.62493	0.351219	-1.41641	-0.40449
Ind297	12	S	0	27.0557	27.3473	27.4581	27.7769	-1.24249	1.68462	-1.16186	0.548141	-1.26887	-1.61832
Ind298	12	S	0	0.425554	0.652162	0.712955	0.876827	0.225774	1.09865	-1.29193	1.0464	-1.2222	-0.498471
Ind299	12	S	0	5.80596	9.91743	28.0556	58.8323	-0.130174	0.683887	1.94979	-0.900032	1.26966	-0.248298
Ind300	12	S	0	2.24838	25.5138	62.2616	90.5257	-1.05861	-1.04934	0.80044	0.239425	-0.0223872	1.51365
Ind301	12	S	0	1.99465	11.5519	14.8515	15.0496	0.706897	-0.580012	1.57736	-0.380384	-0.335544	0.703596
Ind302	12	S	0	0.455714	7.77793	11.708	21.899	-0.632734	0.889466	0.69684	1.43612	0.633729	0.772051
Ind303	12	S	0	5.07327	31.7698	69.2831	70.1354	-0.217766	0.337465	1.1539	-0.591961	0.991747	0.701666
Ind304	12	S	0	0.740244	2.49295	34.4806	69.2322	-0.665329	-1.05019	0.754555	0.539183	0.77618	0.825189
Ind305	12	S	0	11.0006	24.4546	35.7192	46.1497	-0.993529	-1.02139	1.56398	-0.91287	0.781624	0.0275985
Ind306	12	S	0	9.04002	18.1129	53.5125	59.3563	-2.72849	0.000188083	0.617264	-0.73613	1.49271	0.456501
Ind307	12	S	0	5.86677	15.5698	25.3283	26.9904	-0.221749	-1.22893	0.898755	0.0181232	0.928239	0.06945
Ind308	12	S	0	6.28392	9.08935	51.972	147.724	-0.607317	0.496071	0.524958	-0.881562	1.21084	0.738887
Ind309	12	S	0	3.00493	3.60569	5.42511	6.00676	1.44528	0.109792	-0.56648	1.23617	-1.52037	0.803901
Ind310	12	S	0	no	no	no	no	0.639288	-1.90053	-1.51391	-1.65059	-0.938714	1.48865
Ind311	12	S	0	17.5781	19.4757	21.3339	67.5586	-0.649359	0.333881	-1.13254	-0.964699	-0.535105	1.05915
Ind312	12	S	0	38.996	41.9726	50.9343	54.9086	1.07563	-1.05073	0.192108	-0.309571	-1.24539	1.45349
Ind313	12	S	0	1.2582	5.12757	5.34035	17.9604	2.32992	-2.95215	1.44676	-0.95831	-1.4128	1.59432
Ind314	13	E	1	no	0.0521889	1.64657	6.17687	-0.95521	-0.282052	-2.23417	-1.0156	-0.203605	-1.59528
Ind315	13	E	1	no	3.73962	4.8034	9.36506	-0.152344	-0.520302	-1.47878	0.326416	-0.0265089	-0.310397
Ind316	13	E	1	no	0.259091	0.864906	3.6026	-0.90529	-1.23855	-1.89156	0.324729	-0.679269	-0.867183
Ind317	13	E	1	no	7.51532	9.84428	14.1545	-0.750697	-0.946241	-2.20488	0.456597	-0.171478	0.112781
Ind318	13	E	1	no	6.08418	24.0018	61.4762	-0.10386	-0.714648	-1.2762	-0.0536802	0.306982	0.980536
Ind319	13	S	0	49.9507	79.3488	119.784	168.26	-0.996043	1.06153	-0.3252	0.209676	0.0446879	1.86666
Ind320	13	S	0	8.83136	8.95169	9.38477	11.3547	0.190848	-0.534878	-0.700574	1.51136	-0.882458	-0.752256
Ind321	13	S	0	30.4193	31.4785	31.9149	38.2542	-1.60574	0.267184	-1.18275	-0.242039	-0.941674	0.112316
Ind322	13	S	0	no	no	no	no	-2.33	-0.784222	-2.01502	-0.405937	-0.101538	1.02723
Ind323	13	S	0	21.1932	22.2834	22.6575	25.2423	-0.366428	-0.153368	-0.432022	0.0623415	-0.720279	0.182603
Ind324	13	S	0	no	no	no	no	-1.30093	-0.711093	0.131043	-0.809794	1.66012	0.431531
Ind325	13	S	0	no	no	no	no	0.296936	0.975768	1.14608	-2.08291	0.385424	0.873658
Ind326	13	S	0	18.7037	19.3718	28.9542	35.4406	0.143129	0.443876	1.05118	0.526115	0.743525	-1.17454
Ind327	13	S	0	33.8795	40.3553	41.7691	45.5473	-1.53833	-0.449345	-0.0189999	-0.755766	0.292757	-0.570533
Ind328	13	S	0	10.8144	12.1728	14.0859	14.0914	-0.908337	-0.769044	0.939535	0.623325	0.496248	-1.27835
Ind329	13	S	0	no	no	no	no	0.737179	1.04404	-1.18605	-0.738286	-0.484036	1.17652
Ind330	13	S	0	23.3091	23.8288	30.1446	33.4031	-0.42661	-0.754716	-0.907129	0.19868	0.313533	0.253246
Ind331	13	S	0	18.5219	20.5507	21.5806	25.1877	1.28228	0.35938	0.0147745	0.569322	-0.611611	-0.609698
Ind332	13	S	0	no	no	no	no	-0.226689	-1.1095	-0.450864	-0.419042	-0.505972	0.133379
Ind333	13	S	0	7.84092	10.7057	11.7088	11.9996	0.783227	-1.42457	0.594481	-1.34294	-0.19016	-0.713857
Ind334	13	S	0	12.4254	18.3677	20.9617	41.0241	0.145927	-0.448682	1.64332	-0.595538	1.05528	0.161461
Ind335	13	S	0	11.3364	18.2201	60.5715	66.0119	-0.931146	0.75324	1.87334	-0.642382	0.923558	0.289982
Ind336	13	S	0	109.718	114.554	116.446	117.171	-0.876109	-1.05161	-0.752467	-0.904228	0.602286	-1.17631
Ind337	13	S	0	21.5616	21.8484	27.1479	34.1789	-1.09278	-1.46412	0.0800169	0.592143	-0.0358288	0.166484
Ind338	13	S	0	21.8162	31.3614	36.4406	46.3335	-1.6045	0.672358	-0.177053	1.02186	1.69027	-1.46466
Ind339	14	E	1	no	2.61632	4.2922	7.60953	0.718226	1.29668	-0.545283	1.25302	-0.367463	1.06409
Ind340	14	E	1	no	0.85183	0.873748	2.19331	-1.11002	-0.5168	-0.813572	-1.35129	-0.0444843	-0.544465
Ind341	14	E	1	no	5.19992	8.29848	8.39206	-0.0713966	-0.0333196	-0.662849	0.752529	-0.53033	0.57065
Ind342	14	E	1	no	18.8386	21.8434	69.5867	-0.935401	-1.25192	-1.64583	-0.643582	0.0591406	1.12904
Ind343	14	E	1	no	1.10875	1.44671	4.25882	0.282786	-0.269706	-0.694275	0.360339	-0.00851851	-1.14155
Ind344	14	S	0	51.2439	64.2482	69.3511	397.579	0.580948	-0.48972	-0.717357	0.429692	0.973033	1.85145
Ind345	14	S	0	4.10205	6.09994	7.66017	9.28366	0.0580572	-0.27916	-0.742645	1.04018	0.190208	-2.04192
Ind346	14	S	0	no	no	no	no	0.0526046	-0.230005	-2.00996	-0.881081	0.0885928	-0.0488009
Ind347	14	S	0	5.22999	13.6941	29.9046	41.4915	-0.0870589	0.521481	-0.444483	0.0744667	0.976824	-0.103931
Ind348	14	S	0	2.93932	6.12958	11.1198	22.44	-0.960699	0.710818	-1.40558	2.06414	0.631523	-0.708747
Ind349	14	S	0	5.2976	7.99363	10.8808	22.3879	0.0836503	-0.732839	0.445975	0.969933	-1.3351	1.19061
Ind350	14	S	0	10.6996	50.599	62.8803	73.9605	0.123518	-0.189593	0.508773	-1.18646	0.0311943	0.93596
Ind351	14	S	0	9.23223	9.69303	9.90841	12.0879	1.2286	0.800528	0.405612	0.406064	-1.36911	-0.885041
Ind352	14	S	0	2.67294	3.16014	3.45433	8.46443	0.352201	-0.454012	0.42105	0.975399	-1.13108	1.2434
Ind353	14	S	0	2.95862	5.14785	5.58683	26.9629	0.324324	-0.217804	1.4053	1.08463	-0.044106	0.323491
Ind354	14	S	0	2.71481	3.33252	15.4194	65.9898	-1.07529	0.611784	1.0783	-0.649089	1.00702	0.0851553
Ind355	14	S	0	6.2145	8.06791	33.8261	56.124	-1.3141	0.373059	0.121859	0.63467	1.25665	-0.223813
Ind356	14	S	0	1.75058	2.67816	8.3682	19.1381	-0.329346	0.922953	1.59533	0.642577	0.933024	0.338284
Ind357	14	S	0	1.64359	1.826	4.76532	60.4818	-1.70272	1.31013	1.84626	0.944136	0.982692	0.160745
Ind358	14	S	0	6.31122	14.4112	20.389	37.6518	-1.17509	-1.0145	1.80685	-1.72043	1.30784	-0.405046
Ind359	14	S	0	65.5523	70.6649	70.7025	73.789	-1.44124	0.890197	5.27211e-05	-0.143537	0.0633678	-0.949042
Ind360	14	S	0	33.195	36.0186	36.2631	37.1751	-0.803251	-0.819695	0.230566	-1.18869	-0.669968	0.109253
Ind361	14	S	0	3.64802	7.73117	7.81839	11.3767	1.09693	-1.0262	0.908204	1.36892	-0.753055	0.0677167
Ind362	14	S	0	3.14602	4.15738	8.44871	17.0071	-0.260019	2.38299	1.29339	0.475611	-0.549428	-0.0277023
Ind363	14	S	0	no	no	no	no	-0.252973	-1.96211	0.111417	-1.33359	-0.655318	0.225457
Ind364	15	E	1	no	2.86427	3.04512	7.16259	0.363477	-1.63403	-0.678903	-0.733243	0.170418	0.584883
Ind365	15	E	1	no	5.20608	24.6523	56.0635	-0.128347	0.959079	-0.604105	-1.36904	0.106029	2.29774
Ind366	15	E	1	no	0.0286636	0.289098	0.381602	0.0789623	1.23982	-1.32724	-0.0978072	-0.562847	-1.21749
Ind367	15	E	1	no	13.4033	14.1726	38.9862	0.995143	-0.368923	-0.956569	-1.74039	0.0771361	1.06778
Ind368	15	E	1	no	1.21342	16.5342	51.8555	-0.0973689	-0.526819	-0.424893	1.2072	-0.311884	0.965849
Ind369	15	S	0	1.44672	1.67577	1.92356	3.11137	-0.74552	1.39398	2.77674	-0.244085	0.0921984	-1.41989
Ind370	15	S	0	1.7622	28.9339	52.5023	191.81	0.65002	-0.326166	2.18709	-1.31935	1.13268	1.05033
